city,year,month,t2m,t2m_max,t2m_min,prec_acum
CumanÃ¡,2014,10,27.94,32.1,25.03,36.91
CumanÃ¡,2014,11,27.3,31.89,24.28,21.09
CumanÃ¡,2014,12,26.76,30.43,23.81,15.82
CumanÃ¡,2015,1,25.92,29.94,22.19,5.27
CumanÃ¡,2015,2,26.16,31.65,22.12,0.0
CumanÃ¡,2015,3,25.87,29.87,22.29,0.0
CumanÃ¡,2015,4,26.68,32.4,23.34,0.0
CumanÃ¡,2015,5,26.88,31.27,23.82,0.0
CumanÃ¡,2015,6,26.67,31.48,23.69,42.19
CumanÃ¡,2015,7,26.33,30.71,23.76,121.29
CumanÃ¡,2015,8,27.46,32.32,23.82,36.91
CumanÃ¡,2015,9,28.56,33.55,24.98,15.82
CumanÃ¡,2015,10,28.05,33.99,24.8,58.01
CumanÃ¡,2015,11,27.21,31.11,24.59,21.09
CumanÃ¡,2015,12,26.27,31.4,22.53,21.09
CumanÃ¡,2016,1,25.58,29.4,22.16,0.0
CumanÃ¡,2016,2,25.83,30.4,22.58,0.0
CumanÃ¡,2016,3,26.57,31.62,23.0,5.27
CumanÃ¡,2016,4,27.33,32.98,23.87,15.82
CumanÃ¡,2016,5,27.18,31.95,23.94,168.75
CumanÃ¡,2016,6,26.79,30.55,23.99,116.02
CumanÃ¡,2016,7,26.77,30.36,23.83,152.93
CumanÃ¡,2016,8,27.11,32.24,23.83,163.48
CumanÃ¡,2016,9,27.46,31.08,25.04,174.02
CumanÃ¡,2016,10,27.97,32.68,24.43,63.28
CumanÃ¡,2016,11,27.77,31.66,26.01,210.94
CumanÃ¡,2016,12,26.51,30.53,24.32,137.11
CumanÃ¡,2017,1,25.03,28.75,22.33,36.91
CumanÃ¡,2017,2,25.16,29.25,21.94,5.27
CumanÃ¡,2017,3,26.0,30.68,22.58,26.37
CumanÃ¡,2017,4,27.18,31.89,24.02,0.0
CumanÃ¡,2017,5,27.12,31.02,24.06,100.2
CumanÃ¡,2017,6,26.28,31.02,23.44,442.97
CumanÃ¡,2017,7,26.66,29.84,24.45,174.02
CumanÃ¡,2017,8,27.12,30.5,25.01,226.76
CumanÃ¡,2017,9,27.74,31.57,24.77,205.66
CumanÃ¡,2017,10,27.13,30.56,25.19,195.12
CumanÃ¡,2017,11,26.84,30.07,24.5,105.47
CumanÃ¡,2017,12,25.93,29.58,23.4,100.2
CumanÃ¡,2018,1,25.09,28.22,22.19,26.37
CumanÃ¡,2018,2,24.41,27.73,21.78,21.09
CumanÃ¡,2018,3,25.05,29.15,21.55,216.21
CumanÃ¡,2018,4,25.96,30.15,23.06,10.55
CumanÃ¡,2018,5,26.39,30.73,23.33,15.82
CumanÃ¡,2018,6,26.22,30.5,23.23,68.55
CumanÃ¡,2018,7,26.01,29.98,23.04,152.93
CumanÃ¡,2018,8,26.59,31.3,23.94,147.66
CumanÃ¡,2018,9,27.44,32.11,24.85,532.62
CumanÃ¡,2018,10,27.21,30.6,24.9,147.66
CumanÃ¡,2018,11,26.61,30.19,23.65,163.48
CumanÃ¡,2018,12,24.94,28.65,21.99,10.55
CumanÃ¡,2019,1,24.85,28.67,21.55,0.0
CumanÃ¡,2019,2,25.26,30.58,22.15,0.0
CumanÃ¡,2019,3,25.38,30.62,22.37,0.0
CumanÃ¡,2019,4,26.01,31.0,22.62,21.09
CumanÃ¡,2019,5,27.02,31.05,23.87,21.09
CumanÃ¡,2019,6,27.26,32.0,24.1,121.29
CumanÃ¡,2019,7,26.4,30.47,23.73,121.29
CumanÃ¡,2019,8,27.55,32.35,24.93,332.23
CumanÃ¡,2019,9,28.3,33.58,25.58,200.39
CumanÃ¡,2019,10,27.67,31.71,25.58,179.3
CumanÃ¡,2019,11,27.01,30.23,25.06,179.3
CumanÃ¡,2019,12,26.23,31.12,23.13,79.1
CumanÃ¡,2020,1,25.67,29.67,22.43,5.27
CumanÃ¡,2020,2,25.63,29.38,22.46,0.0
CumanÃ¡,2020,3,25.72,29.4,22.3,0.0
CumanÃ¡,2020,4,26.99,33.25,23.33,0.0
CumanÃ¡,2020,5,27.73,32.55,24.46,0.0
CumanÃ¡,2020,6,27.42,31.86,24.09,36.91
CumanÃ¡,2020,7,27.8,32.15,24.64,5.27
CumanÃ¡,2020,8,28.34,32.51,24.25,79.1
CumanÃ¡,2020,9,28.89,33.15,26.17,84.38
CumanÃ¡,2020,10,28.66,32.94,26.13,36.91
CumanÃ¡,2020,11,28.14,31.99,25.87,31.64
CumanÃ¡,2020,12,27.17,30.8,24.23,26.37
CumanÃ¡,2021,1,25.65,29.11,22.26,26.37
CumanÃ¡,2021,2,25.24,29.74,21.59,5.27
CumanÃ¡,2021,3,25.22,29.01,21.65,200.39
CumanÃ¡,2021,4,25.94,31.51,22.45,6.46
CumanÃ¡,2021,5,26.68,31.02,23.87,55.98
CumanÃ¡,2021,6,26.97,31.09,24.15,43.94
CumanÃ¡,2021,7,26.94,32.38,23.4,117.08
CumanÃ¡,2021,8,28.01,32.65,25.12,70.63
CumanÃ¡,2021,9,28.67,32.48,25.3,47.61
CumanÃ¡,2021,10,28.05,33.52,25.15,109.43
CumanÃ¡,2021,11,27.23,30.65,24.52,10.92
CumanÃ¡,2021,12,26.54,29.97,23.36,19.15
Barcelona,1981,1,25.44,34.33,18.26,5.27
Barcelona,1981,2,26.89,34.98,18.8,15.82
Barcelona,1981,3,28.13,37.39,20.62,0.0
Barcelona,1981,4,26.17,35.81,21.01,247.85
Barcelona,1981,5,25.33,30.51,19.95,226.76
Barcelona,1981,6,24.71,30.4,20.03,137.11
Barcelona,1981,7,24.33,29.74,19.7,295.31
Barcelona,1981,8,24.4,29.71,19.98,274.22
Barcelona,1981,9,24.69,30.35,19.28,163.48
Barcelona,1981,10,24.78,30.36,19.71,84.38
Barcelona,1981,11,25.09,30.72,19.6,36.91
Barcelona,1981,12,24.87,31.98,18.38,36.91
Barcelona,1982,1,23.89,31.74,17.23,42.19
Barcelona,1982,2,25.64,33.32,19.14,21.09
Barcelona,1982,3,26.26,35.96,18.68,5.27
Barcelona,1982,4,26.68,36.2,18.98,68.55
Barcelona,1982,5,27.49,35.98,20.46,84.38
Barcelona,1982,6,25.8,33.99,19.73,126.56
Barcelona,1982,7,25.37,32.44,19.28,89.65
Barcelona,1982,8,25.9,33.28,19.63,116.02
Barcelona,1982,9,26.6,34.87,20.7,100.2
Barcelona,1982,10,25.64,32.53,20.54,89.65
Barcelona,1982,11,25.76,33.34,19.13,36.91
Barcelona,1982,12,25.11,33.12,19.01,47.46
Barcelona,1983,1,25.88,34.43,18.63,10.55
Barcelona,1983,2,27.34,37.55,18.65,5.27
Barcelona,1983,3,28.81,38.65,20.64,0.0
Barcelona,1983,4,28.8,38.08,21.26,26.37
Barcelona,1983,5,27.08,35.46,21.37,121.29
Barcelona,1983,6,26.07,34.11,20.58,174.02
Barcelona,1983,7,25.27,31.19,19.42,158.2
Barcelona,1983,8,25.26,32.12,19.6,174.02
Barcelona,1983,9,25.17,30.98,19.67,237.3
Barcelona,1983,10,24.7,30.43,20.49,94.92
Barcelona,1983,11,24.97,31.74,18.89,58.01
Barcelona,1983,12,24.1,31.87,17.69,73.83
Barcelona,1984,1,24.32,32.44,17.31,31.64
Barcelona,1984,2,25.9,34.89,18.59,10.55
Barcelona,1984,3,27.12,37.59,19.12,0.0
Barcelona,1984,4,28.58,37.55,20.51,0.0
Barcelona,1984,5,28.02,36.94,20.89,21.09
Barcelona,1984,6,26.95,35.29,19.8,100.2
Barcelona,1984,7,25.28,33.77,19.31,253.12
Barcelona,1984,8,24.62,29.85,20.11,210.94
Barcelona,1984,9,24.62,30.12,19.71,242.58
Barcelona,1984,10,24.45,29.93,19.62,142.38
Barcelona,1984,11,23.98,28.73,19.46,205.66
Barcelona,1984,12,22.9,28.71,16.8,58.01
Barcelona,1985,1,22.39,29.53,15.58,10.55
Barcelona,1985,2,23.62,32.29,16.74,10.55
Barcelona,1985,3,26.64,35.69,19.52,0.0
Barcelona,1985,4,27.65,37.21,19.9,47.46
Barcelona,1985,5,27.04,34.58,21.15,31.64
Barcelona,1985,6,26.14,35.12,19.76,100.2
Barcelona,1985,7,25.17,31.62,19.95,168.75
Barcelona,1985,8,25.1,31.59,19.23,174.02
Barcelona,1985,9,25.21,32.55,19.4,100.2
Barcelona,1985,10,24.77,31.08,20.01,158.2
Barcelona,1985,11,24.19,30.01,18.67,232.03
Barcelona,1985,12,22.76,28.68,16.69,79.1
Barcelona,1986,1,23.4,31.75,16.55,15.82
Barcelona,1986,2,24.89,33.51,17.9,5.27
Barcelona,1986,3,26.68,36.86,19.62,0.0
Barcelona,1986,4,29.21,37.62,22.36,0.0
Barcelona,1986,5,27.54,36.94,20.55,89.65
Barcelona,1986,6,25.84,33.44,20.05,137.11
Barcelona,1986,7,25.2,31.88,18.8,168.75
Barcelona,1986,8,25.18,32.45,19.91,137.11
Barcelona,1986,9,25.68,32.07,20.27,121.29
Barcelona,1986,10,25.15,31.52,20.33,163.48
Barcelona,1986,11,24.15,30.23,18.57,121.29
Barcelona,1986,12,23.94,31.34,16.82,36.91
Barcelona,1987,1,24.9,34.28,17.36,15.82
Barcelona,1987,2,27.28,36.56,19.83,0.0
Barcelona,1987,3,28.26,38.62,18.48,0.0
Barcelona,1987,4,29.51,38.39,21.21,10.55
Barcelona,1987,5,28.01,38.17,21.72,137.11
Barcelona,1987,6,25.91,33.33,20.52,131.84
Barcelona,1987,7,25.3,31.96,19.89,200.39
Barcelona,1987,8,25.3,30.98,20.48,184.57
Barcelona,1987,9,25.6,31.94,20.45,152.93
Barcelona,1987,10,25.36,31.03,20.86,152.93
Barcelona,1987,11,25.32,31.37,20.31,68.55
Barcelona,1987,12,25.01,31.95,18.49,47.46
Barcelona,1988,1,24.88,34.12,18.6,0.0
Barcelona,1988,2,26.4,35.04,18.49,5.27
Barcelona,1988,3,27.34,37.18,18.98,0.0
Barcelona,1988,4,29.19,38.23,21.37,0.0
Barcelona,1988,5,29.65,38.57,22.0,10.55
Barcelona,1988,6,26.89,35.67,20.46,189.84
Barcelona,1988,7,25.22,31.89,19.66,205.66
Barcelona,1988,8,24.93,29.67,20.49,348.05
Barcelona,1988,9,24.72,29.76,20.03,174.02
Barcelona,1988,10,24.85,30.06,20.34,258.4
Barcelona,1988,11,24.49,29.52,19.39,63.28
Barcelona,1988,12,23.18,28.98,16.94,79.1
Barcelona,1989,1,23.2,29.76,16.87,26.37
Barcelona,1989,2,24.2,33.62,16.62,5.27
Barcelona,1989,3,25.83,35.15,19.08,5.27
Barcelona,1989,4,27.96,36.83,20.16,0.0
Barcelona,1989,5,28.08,36.47,21.37,15.82
Barcelona,1989,6,26.51,34.07,19.39,94.92
Barcelona,1989,7,25.96,33.77,19.84,147.66
Barcelona,1989,8,26.27,33.52,20.75,126.56
Barcelona,1989,9,25.48,32.8,19.55,195.12
Barcelona,1989,10,25.32,32.43,19.47,94.92
Barcelona,1989,11,25.21,31.77,20.73,110.74
Barcelona,1989,12,24.3,32.58,16.94,5.27
Barcelona,1990,1,25.4,33.65,17.95,10.55
Barcelona,1990,2,25.68,33.94,18.88,15.82
Barcelona,1990,3,26.95,35.87,20.4,0.0
Barcelona,1990,4,28.09,37.34,21.4,47.46
Barcelona,1990,5,26.82,34.92,20.72,105.47
Barcelona,1990,6,25.66,34.12,20.27,158.2
Barcelona,1990,7,25.05,31.84,19.26,189.84
Barcelona,1990,8,24.98,31.19,19.86,147.66
Barcelona,1990,9,25.8,31.46,20.74,105.47
Barcelona,1990,10,26.19,32.96,21.18,68.55
Barcelona,1990,11,25.8,33.51,19.68,73.83
Barcelona,1990,12,24.76,32.58,18.4,31.64
Barcelona,1991,1,24.98,33.19,18.48,5.27
Barcelona,1991,2,26.69,37.08,18.62,15.82
Barcelona,1991,3,26.92,35.78,19.91,21.09
Barcelona,1991,4,27.8,37.01,20.63,15.82
Barcelona,1991,5,28.85,37.19,21.02,0.0
Barcelona,1991,6,27.83,37.3,20.55,68.55
Barcelona,1991,7,26.4,33.99,19.81,79.1
Barcelona,1991,8,25.15,31.52,20.25,253.12
Barcelona,1991,9,25.13,30.81,20.23,137.11
Barcelona,1991,10,24.58,30.26,19.43,116.02
Barcelona,1991,11,24.65,29.96,18.71,137.11
Barcelona,1991,12,23.66,30.54,17.15,31.64
Barcelona,1992,1,24.1,31.7,17.14,0.0
Barcelona,1992,2,26.15,35.98,17.4,0.0
Barcelona,1992,3,27.69,37.08,19.77,0.0
Barcelona,1992,4,29.23,38.17,21.4,21.09
Barcelona,1992,5,28.12,37.04,21.83,47.46
Barcelona,1992,6,26.48,35.46,20.65,105.47
Barcelona,1992,7,25.64,32.77,19.37,126.56
Barcelona,1992,8,25.48,31.8,20.06,137.11
Barcelona,1992,9,25.85,32.89,20.62,100.2
Barcelona,1992,10,26.11,34.72,19.98,52.73
Barcelona,1992,11,25.78,34.66,20.51,73.83
Barcelona,1992,12,24.94,32.8,18.27,36.91
Barcelona,1993,1,25.45,34.35,18.07,0.0
Barcelona,1993,2,26.45,35.42,19.27,0.0
Barcelona,1993,3,27.35,36.33,20.09,5.27
Barcelona,1993,4,28.99,38.18,20.99,21.09
Barcelona,1993,5,27.02,34.55,21.71,121.29
Barcelona,1993,6,26.05,32.84,19.9,94.92
Barcelona,1993,7,25.82,33.31,19.71,142.38
Barcelona,1993,8,25.08,31.03,19.01,210.94
Barcelona,1993,9,25.2,31.48,20.44,126.56
Barcelona,1993,10,25.22,31.35,20.17,158.2
Barcelona,1993,11,24.39,29.7,19.15,205.66
Barcelona,1993,12,23.89,30.16,16.94,42.19
Barcelona,1994,1,24.27,33.17,17.01,0.0
Barcelona,1994,2,26.09,36.74,17.95,0.0
Barcelona,1994,3,27.59,36.88,20.28,0.0
Barcelona,1994,4,28.4,37.59,19.65,0.0
Barcelona,1994,5,29.37,38.28,22.04,0.0
Barcelona,1994,6,26.37,33.47,20.04,116.02
Barcelona,1994,7,25.14,32.58,19.48,195.12
Barcelona,1994,8,25.12,30.54,20.47,221.48
Barcelona,1994,9,24.93,30.24,20.91,147.66
Barcelona,1994,10,25.08,30.55,19.95,158.2
Barcelona,1994,11,24.87,31.24,19.08,68.55
Barcelona,1994,12,24.55,31.33,18.24,63.28
Barcelona,1995,1,24.96,34.15,17.53,0.0
Barcelona,1995,2,26.41,35.17,18.87,0.0
Barcelona,1995,3,27.25,36.69,20.62,31.64
Barcelona,1995,4,28.52,37.71,20.87,0.0
Barcelona,1995,5,28.99,38.04,21.83,26.37
Barcelona,1995,6,26.26,33.26,20.2,152.93
Barcelona,1995,7,25.21,31.94,19.89,258.4
Barcelona,1995,8,25.15,30.63,21.39,263.67
Barcelona,1995,9,25.38,30.87,20.66,232.03
Barcelona,1995,10,24.98,30.32,21.2,184.57
Barcelona,1995,11,24.42,30.01,18.69,84.38
Barcelona,1995,12,24.3,30.41,18.15,10.55
Barcelona,1996,1,24.42,32.55,17.43,0.0
Barcelona,1996,2,26.26,34.97,19.59,5.27
Barcelona,1996,3,27.19,36.65,19.8,5.27
Barcelona,1996,4,28.14,37.54,20.56,0.0
Barcelona,1996,5,27.9,36.57,21.06,58.01
Barcelona,1996,6,25.58,35.85,20.79,210.94
Barcelona,1996,7,24.66,30.23,19.52,348.05
Barcelona,1996,8,24.77,30.16,19.49,110.74
Barcelona,1996,9,25.05,30.22,20.9,237.3
Barcelona,1996,10,25.01,30.65,20.98,110.74
Barcelona,1996,11,24.59,29.48,20.3,126.56
Barcelona,1996,12,24.23,30.31,18.42,26.37
Barcelona,1997,1,24.23,31.44,18.06,10.55
Barcelona,1997,2,24.87,33.04,18.5,21.09
Barcelona,1997,3,26.13,35.1,17.82,5.27
Barcelona,1997,4,28.39,37.6,21.31,0.0
Barcelona,1997,5,28.41,37.37,22.17,21.09
Barcelona,1997,6,26.86,34.45,20.87,105.47
Barcelona,1997,7,26.23,33.95,21.07,89.65
Barcelona,1997,8,26.56,34.53,20.9,73.83
Barcelona,1997,9,27.01,35.12,20.76,105.47
Barcelona,1997,10,27.12,35.23,21.56,79.1
Barcelona,1997,11,26.45,34.7,20.03,68.55
Barcelona,1997,12,26.29,34.67,18.03,5.27
Barcelona,1998,1,27.25,37.51,19.52,15.82
Barcelona,1998,2,28.71,38.93,20.49,5.27
Barcelona,1998,3,29.01,38.24,20.09,5.27
Barcelona,1998,4,30.3,39.49,22.58,0.0
Barcelona,1998,5,28.58,37.15,23.09,58.01
Barcelona,1998,6,27.01,34.51,21.0,52.73
Barcelona,1998,7,26.63,34.4,19.76,126.56
Barcelona,1998,8,26.96,34.87,21.5,47.46
Barcelona,1998,9,27.58,36.3,21.46,36.91
Barcelona,1998,10,26.43,33.73,20.64,126.56
Barcelona,1998,11,25.7,33.65,20.56,73.83
Barcelona,1998,12,25.73,33.03,19.3,15.82
Barcelona,1999,1,25.48,33.58,18.65,26.37
Barcelona,1999,2,25.62,35.15,18.25,5.27
Barcelona,1999,3,27.16,36.62,18.95,10.55
Barcelona,1999,4,27.36,36.34,20.26,31.64
Barcelona,1999,5,29.05,37.22,21.32,0.0
Barcelona,1999,6,27.19,36.96,20.35,36.91
Barcelona,1999,7,25.83,34.71,20.64,326.95
Barcelona,1999,8,24.62,29.99,20.54,348.05
Barcelona,1999,9,24.87,30.12,20.28,226.76
Barcelona,1999,10,24.58,29.51,19.94,216.21
Barcelona,1999,11,24.51,29.26,20.39,263.67
Barcelona,1999,12,23.65,29.3,17.53,142.38
Barcelona,2000,1,22.92,29.44,17.06,5.27
Barcelona,2000,2,23.89,31.98,16.71,5.27
Barcelona,2000,3,25.23,34.09,18.54,15.82
Barcelona,2000,4,26.62,35.48,19.73,36.91
Barcelona,2000,5,27.53,35.76,20.33,110.74
Barcelona,2000,6,24.83,31.26,19.15,179.3
Barcelona,2000,7,24.84,31.79,19.69,89.65
Barcelona,2000,8,25.19,30.66,19.45,242.58
Barcelona,2000,9,25.12,30.44,20.83,131.84
Barcelona,2000,10,24.87,30.23,20.33,147.66
Barcelona,2000,11,24.37,30.14,19.01,168.75
Barcelona,2000,12,23.34,30.76,16.1,15.82
Barcelona,2001,1,23.69,32.51,16.91,10.55
Barcelona,2001,2,24.87,34.11,17.48,0.0
Barcelona,2001,3,27.39,37.43,19.04,15.82
Barcelona,2001,4,27.77,36.84,20.58,31.64
Barcelona,2001,5,28.8,37.68,21.62,10.55
Barcelona,2001,6,27.23,35.14,20.33,47.46
Barcelona,2001,7,26.09,34.71,19.37,126.56
Barcelona,2001,8,26.76,34.03,21.55,68.55
Barcelona,2001,9,25.95,33.03,19.83,121.29
Barcelona,2001,10,26.26,33.42,20.23,137.11
Barcelona,2001,11,26.31,34.26,20.67,42.19
Barcelona,2001,12,26.29,33.9,19.15,36.91
Barcelona,2002,1,24.76,33.14,17.01,68.55
Barcelona,2002,2,26.09,35.81,18.12,10.55
Barcelona,2002,3,26.76,35.94,17.79,52.73
Barcelona,2002,4,27.96,36.91,21.73,0.0
Barcelona,2002,5,27.33,35.39,21.14,84.38
Barcelona,2002,6,26.57,34.64,21.19,68.55
Barcelona,2002,7,26.19,33.82,20.5,89.65
Barcelona,2002,8,27.3,35.54,20.7,31.64
Barcelona,2002,9,27.69,36.62,21.23,21.09
Barcelona,2002,10,27.44,36.73,19.86,84.38
Barcelona,2002,11,26.48,34.76,20.09,31.64
Barcelona,2002,12,26.07,35.18,18.39,36.91
Barcelona,2003,1,26.5,35.3,18.5,0.0
Barcelona,2003,2,27.22,37.01,19.56,5.27
Barcelona,2003,3,27.9,36.95,19.79,0.0
Barcelona,2003,4,29.58,38.33,22.08,0.0
Barcelona,2003,5,27.8,37.62,21.65,52.73
Barcelona,2003,6,26.7,35.35,20.4,68.55
Barcelona,2003,7,25.49,33.08,20.08,226.76
Barcelona,2003,8,26.03,33.01,21.05,47.46
Barcelona,2003,9,26.09,33.12,21.85,94.92
Barcelona,2003,10,26.85,34.51,21.8,52.73
Barcelona,2003,11,26.75,34.24,21.37,42.19
Barcelona,2003,12,25.68,33.51,18.29,68.55
Barcelona,2004,1,24.44,32.37,18.25,73.83
Barcelona,2004,2,25.87,36.28,16.92,5.27
Barcelona,2004,3,27.42,37.4,19.33,0.0
Barcelona,2004,4,28.47,39.06,22.19,36.91
Barcelona,2004,5,28.05,37.12,21.3,26.37
Barcelona,2004,6,26.03,34.96,19.65,163.48
Barcelona,2004,7,25.76,34.29,20.13,116.02
Barcelona,2004,8,26.19,33.37,20.16,89.65
Barcelona,2004,9,26.0,32.58,21.25,147.66
Barcelona,2004,10,26.67,34.76,21.51,63.28
Barcelona,2004,11,25.63,32.03,20.87,73.83
Barcelona,2004,12,25.4,33.55,19.58,47.46
Barcelona,2005,1,25.39,33.55,19.23,21.09
Barcelona,2005,2,26.79,36.63,19.09,5.27
Barcelona,2005,3,28.73,38.54,20.33,0.0
Barcelona,2005,4,29.19,38.42,22.66,15.82
Barcelona,2005,5,29.69,38.2,23.88,21.09
Barcelona,2005,6,26.87,34.4,21.74,100.2
Barcelona,2005,7,26.1,33.33,20.69,121.29
Barcelona,2005,8,26.31,33.95,21.33,142.38
Barcelona,2005,9,27.33,35.79,21.19,94.92
Barcelona,2005,10,26.61,34.22,21.5,58.01
Barcelona,2005,11,26.12,33.03,20.74,36.91
Barcelona,2005,12,25.1,32.92,17.19,52.73
Barcelona,2006,1,25.54,33.98,19.39,31.64
Barcelona,2006,2,26.29,35.29,18.83,5.27
Barcelona,2006,3,27.48,36.87,18.38,10.55
Barcelona,2006,4,28.81,38.09,20.83,0.0
Barcelona,2006,5,28.83,37.95,21.4,26.37
Barcelona,2006,6,28.11,36.9,21.54,36.91
Barcelona,2006,7,26.91,34.85,20.92,79.1
Barcelona,2006,8,27.04,35.19,21.47,63.28
Barcelona,2006,9,28.0,36.26,21.12,42.19
Barcelona,2006,10,27.44,35.46,21.79,68.55
Barcelona,2006,11,26.98,34.96,20.34,52.73
Barcelona,2006,12,27.13,35.62,20.42,0.0
Barcelona,2007,1,26.48,35.98,18.42,21.09
Barcelona,2007,2,26.96,36.48,19.19,5.27
Barcelona,2007,3,27.71,36.59,18.76,10.55
Barcelona,2007,4,29.6,38.01,22.42,0.0
Barcelona,2007,5,28.94,38.55,20.97,52.73
Barcelona,2007,6,27.75,35.83,21.4,21.09
Barcelona,2007,7,28.09,36.62,21.87,10.55
Barcelona,2007,8,26.29,34.02,21.62,142.38
Barcelona,2007,9,26.86,35.58,21.07,42.19
Barcelona,2007,10,27.19,35.58,21.54,26.37
Barcelona,2007,11,26.67,34.55,20.13,58.01
Barcelona,2007,12,25.01,33.2,16.94,89.65
Barcelona,2008,1,24.62,32.44,18.08,26.37
Barcelona,2008,2,25.12,34.27,18.67,42.19
Barcelona,2008,3,26.56,36.37,18.58,0.0
Barcelona,2008,4,27.47,36.9,19.9,36.91
Barcelona,2008,5,28.44,37.62,21.7,10.55
Barcelona,2008,6,27.96,37.15,21.12,58.01
Barcelona,2008,7,25.82,33.05,20.19,94.92
Barcelona,2008,8,26.3,33.63,20.61,116.02
Barcelona,2008,9,26.9,34.8,21.14,36.91
Barcelona,2008,10,26.25,35.78,19.69,94.92
Barcelona,2008,11,26.52,34.5,20.76,42.19
Barcelona,2008,12,25.19,33.25,19.12,26.37
Barcelona,2009,1,26.23,34.43,19.12,15.82
Barcelona,2009,2,25.62,35.87,18.75,42.19
Barcelona,2009,3,26.43,35.61,18.3,0.0
Barcelona,2009,4,28.11,36.61,21.21,5.27
Barcelona,2009,5,28.89,37.4,21.9,15.82
Barcelona,2009,6,28.83,37.41,22.04,26.37
Barcelona,2009,7,26.79,35.15,21.36,84.38
Barcelona,2009,8,27.3,35.95,21.95,58.01
Barcelona,2009,9,28.3,37.58,22.49,42.19
Barcelona,2009,10,28.4,36.78,21.15,15.82
Barcelona,2009,11,28.05,36.8,21.08,42.19
Barcelona,2009,12,26.76,35.71,18.7,21.09
Barcelona,2010,1,26.51,35.92,17.3,10.55
Barcelona,2010,2,28.74,38.9,19.51,0.0
Barcelona,2010,3,29.83,39.65,21.26,0.0
Barcelona,2010,4,29.24,38.31,22.42,31.64
Barcelona,2010,5,28.94,38.1,21.76,52.73
Barcelona,2010,6,27.38,35.71,20.87,105.47
Barcelona,2010,7,26.45,32.63,21.01,94.92
Barcelona,2010,8,26.15,31.93,20.81,142.38
Barcelona,2010,9,26.36,33.19,21.53,73.83
Barcelona,2010,10,26.56,35.1,21.32,58.01
Barcelona,2010,11,25.74,34.15,20.87,142.38
Barcelona,2010,12,24.9,31.81,19.72,89.65
Barcelona,2011,1,24.67,32.62,17.62,15.82
Barcelona,2011,2,25.82,34.87,18.8,15.82
Barcelona,2011,3,26.24,36.55,19.72,26.37
Barcelona,2011,4,27.21,36.23,21.69,42.19
Barcelona,2011,5,27.99,36.98,22.26,58.01
Barcelona,2011,6,27.41,36.69,20.88,42.19
Barcelona,2011,7,26.79,34.42,19.85,94.92
Barcelona,2011,8,27.73,36.01,21.94,52.73
Barcelona,2011,9,27.12,35.87,20.98,89.65
Barcelona,2011,10,26.61,35.11,20.65,52.73
Barcelona,2011,11,26.55,35.2,21.5,42.19
Barcelona,2011,12,25.24,32.59,18.04,84.38
Barcelona,2012,1,24.89,32.52,17.65,21.09
Barcelona,2012,2,25.9,34.71,18.62,5.27
Barcelona,2012,3,27.01,36.29,20.49,15.82
Barcelona,2012,4,28.35,37.87,21.23,5.27
Barcelona,2012,5,27.05,35.6,21.1,100.2
Barcelona,2012,6,27.45,35.97,20.57,21.09
Barcelona,2012,7,27.03,35.01,20.21,73.83
Barcelona,2012,8,26.78,35.05,21.58,89.65
Barcelona,2012,9,27.24,35.95,21.8,94.92
Barcelona,2012,10,27.37,36.23,21.55,36.91
Barcelona,2012,11,27.77,36.49,21.15,26.37
Barcelona,2012,12,25.98,33.9,19.79,47.46
Barcelona,2013,1,26.08,35.0,19.56,0.0
Barcelona,2013,2,27.01,36.83,18.97,5.27
Barcelona,2013,3,28.87,37.9,21.09,0.0
Barcelona,2013,4,28.79,38.54,21.65,10.55
Barcelona,2013,5,28.48,37.34,20.77,47.46
Barcelona,2013,6,27.27,35.77,21.41,63.28
Barcelona,2013,7,27.48,35.48,20.29,21.09
Barcelona,2013,8,27.63,36.39,21.97,36.91
Barcelona,2013,9,27.51,36.03,22.08,58.01
Barcelona,2013,10,28.04,37.15,21.3,26.37
Barcelona,2013,11,26.48,34.05,20.23,42.19
Barcelona,2013,12,25.15,33.26,18.94,58.01
Barcelona,2014,1,25.41,34.11,17.5,15.82
Barcelona,2014,2,27.16,36.01,20.01,0.0
Barcelona,2014,3,27.76,37.33,20.58,0.0
Barcelona,2014,4,28.74,38.08,21.71,15.82
Barcelona,2014,5,28.72,37.94,21.86,10.55
Barcelona,2014,6,28.37,36.83,21.62,36.91
Barcelona,2014,7,26.94,35.9,20.5,116.02
Barcelona,2014,8,26.69,34.55,20.68,79.1
Barcelona,2014,9,27.43,36.24,21.67,15.82
Barcelona,2014,10,27.73,36.81,20.74,31.64
Barcelona,2014,11,26.8,35.15,20.58,26.37
Barcelona,2014,12,27.19,35.16,20.74,5.27
Barcelona,2015,1,26.56,35.32,18.89,5.27
Barcelona,2015,2,27.51,37.23,19.35,0.0
Barcelona,2015,3,27.24,36.57,18.66,0.0
Barcelona,2015,4,28.62,37.89,20.97,5.27
Barcelona,2015,5,28.73,37.11,21.48,5.27
Barcelona,2015,6,27.37,36.05,20.62,73.83
Barcelona,2015,7,26.53,35.01,20.29,110.74
Barcelona,2015,8,27.68,35.49,19.82,52.73
Barcelona,2015,9,28.86,38.09,21.8,15.82
Barcelona,2015,10,27.94,37.69,20.8,79.1
Barcelona,2015,11,27.15,35.31,21.0,26.37
Barcelona,2015,12,26.25,34.98,18.06,52.73
